answer,Año,Trimestre,Mes,Día,id,Incidencia,question_id,sectionid,TamañoAsignado,type_id,Año,Trimestre,Mes,Día,visit_id
Cliente no permitió cambio,2025,Trim. 3,septiembre,1,5008,Lona,8,2,,1,2025,Trim. 3,septiembre,1,9944
Cliente no permitió cambio,2025,Trim. 3,septiembre,1,5124,Lona,8,2,,1,2025,Trim. 3,septiembre,1,10332
Cliente no permitió cambio,2025,Trim. 3,septiembre,2,5619,Lona,8,2,,1,2025,Trim. 3,septiembre,2,7590
Cliente no permitió cambio,2025,Trim. 3,septiembre,2,5658,Lona,8,2,,1,2025,Trim. 3,septiembre,2,7597
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,5717,Lona,8,2,,1,2025,Trim. 3,septiembre,3,10423
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,5771,Lona,8,2,,1,2025,Trim. 3,septiembre,3,10548
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,5816,Lona,8,2,,1,2025,Trim. 3,septiembre,3,9980
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,5831,Lona,8,2,,1,2025,Trim. 3,septiembre,3,7927
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,5843,Lona,8,2,,1,2025,Trim. 3,septiembre,3,8869
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,5969,Lona,8,2,,1,2025,Trim. 3,septiembre,3,10629
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,5981,Lona,8,2,,1,2025,Trim. 3,septiembre,3,10208
Cliente no permitió cambio,2025,Trim. 3,septiembre,3,6038,Lona,8,2,,1,2025,Trim. 3,septiembre,3,8652
Cliente no permitió cambio,2025,Trim. 3,septiembre,4,6708,Lona,8,2,,1,2025,Trim. 3,septiembre,4,9955
Cliente no permitió cambio,2025,Trim. 3,septiembre,4,6825,Lona,8,2,,1,2025,Trim. 3,septiembre,4,8423
Cliente no permitió cambio,2025,Trim. 3,septiembre,5,6938,Lona,8,2,,1,2025,Trim. 3,septiembre,5,10006
Cliente no permitió cambio,2025,Trim. 3,septiembre,5,7084,Lona,8,2,,1,2025,Trim. 3,septiembre,5,7769
Cliente no permitió cambio,2025,Trim. 3,septiembre,5,7119,Lona,8,2,,1,2025,Trim. 3,septiembre,5,8616
Cliente no permitió cambio,2025,Trim. 3,septiembre,5,7138,Lona,8,2,,1,2025,Trim. 3,septiembre,5,8484
Cliente no permitió cambio,2025,Trim. 3,septiembre,5,7155,Lona,8,2,,1,2025,Trim. 3,septiembre,5,7777
Cliente no permitió cambio,2025,Trim. 3,septiembre,6,7433,Lona,8,2,,1,2025,Trim. 3,septiembre,6,10589
Cliente no permitió cambio,2025,Trim. 3,septiembre,6,7465,Lona,8,2,,1,2025,Trim. 3,septiembre,6,8221
Cliente no permitió cambio,2025,Trim. 3,septiembre,9,7613,Lona,8,2,,1,2025,Trim. 3,septiembre,9,7699
Cliente no permitió cambio,2025,Trim. 3,septiembre,9,7624,Lona,8,2,,1,2025,Trim. 3,septiembre,9,7739
Cliente no permitió cambio,2025,Trim. 3,septiembre,9,7666,Lona,8,2,,1,2025,Trim. 3,septiembre,9,8096
Cliente no permitió cambio,2025,Trim. 3,septiembre,9,7681,Lona,8,2,,1,2025,Trim. 3,septiembre,9,8348
Cliente no permitió cambio,2025,Trim. 3,septiembre,9,7688,Lona,8,2,,1,2025,Trim. 3,septiembre,9,8436
Cliente no permitió cambio,2025,Trim. 3,septiembre,10,7776,Lona,8,2,,1,2025,Trim. 3,septiembre,10,8459
Cliente no permitió cambio,2025,Trim. 3,septiembre,10,7783,Lona,8,2,,1,2025,Trim. 3,septiembre,10,8475
CLIENTE NO PERMITIÓ CAMBIO DE LONA,2025,Trim. 3,agosto,27,2295,Lona,10,2,,1,2025,Trim. 3,agosto,27,10375
CLIENTE NO PERMITIÓ CAMBIO DE LONA,2025,Trim. 3,agosto,27,2359,Lona,10,2,,1,2025,Trim. 3,agosto,27,10248
CLIENTE NO PERMITIÓ CAMBIO DE LONA,2025,Trim. 3,agosto,30,4551,Lona,10,2,,1,2025,Trim. 3,agosto,30,8081
CLIENTE NO PERMITIÓ CAMBIO DE LONA PORQUE DICE QUE NO TIENE ESA PROMOCIÓN,2025,Trim. 3,septiembre,1,5010,Lona,10,2,,1,2025,Trim. 3,septiembre,1,9944
"CLIENTE NO PERMITIÓ CAMBIO DE LONA,  DICE QUE NO PORQUE, LA GENTE LE VA RECLAMAR, QUE PREVENTA NO LE HA EXPLICADO.",2025,Trim. 3,septiembre,3,5971,Lona,10,2,,1,2025,Trim. 3,septiembre,3,10629
"CLIENTE NO PERMITIÓ CAMBIO DE LONA,  DICE QUE PRIMERO QUIERE SABER CUÁL SERÁ SU BENEFICIO.",2025,Trim. 3,septiembre,3,5982,Lona,10,2,,1,2025,Trim. 3,septiembre,3,10208
"CLIENTE NO PERMITIÓ CAMBIO DE LONA, DICE QUE LOS REPARTIDORES DE LA COCACOLA NO LE RESPETAN LAS PROMOCIONES.",2025,Trim. 3,septiembre,4,6710,Lona,10,2,,1,2025,Trim. 3,septiembre,4,9955
"CLIENTE NO PERMITIÓ CAMBIO DE LONA, DICE QUE PRIMERO EL AGENTE DE PREVENTA LE INDIQUE SOBRE LA PROMOCIÓN.",2025,Trim. 3,septiembre,1,5126,Lona,10,2,,1,2025,Trim. 3,septiembre,1,10332
"CLIENTE NO PERMITIÓ CAMBIO DE LONA, DICE QUE PRIMERO PERSONAL DE PREVENTA DEBE AVISARLE DE LA PROMOCIÓN.",2025,Trim. 3,agosto,27,2135,Lona,10,2,,1,2025,Trim. 3,agosto,27,9943
"CLIENTE NO PERMITIÓ CAMBIO DE LONA, DICE QUE PRIMERO QUIERE QUE EL ÁREA DE PREVENTA LE INFORME SOBRE LA PROMOCIÓN.",2025,Trim. 3,septiembre,3,5719,Lona,10,2,,1,2025,Trim. 3,septiembre,3,10423
"CLIENTE NO PERMITIÓ CAMBIO DE LONA, NO QUISO DAR MOTIVO.",2025,Trim. 3,agosto,26,1462,Lona,10,2,,1,2025,Trim. 3,agosto,26,10070
CLIENTE NO PERMITIÓ CAMBIO DE LONA.,2025,Trim. 3,septiembre,3,5818,Lona,10,2,,1,2025,Trim. 3,septiembre,3,9980
CLIENTE NO PERMITIÓ CAMBIO DE LONA. DICE QUE NO VENDE DECESE PRODUCTO Y DESPUÉS COCA COLA NO SE LOS CAMBIA.,2025,Trim. 3,septiembre,3,5773,Lona,10,2,,1,2025,Trim. 3,septiembre,3,10548
"CLIENTE NO PERMITIÓ CAMBIO, DICE QUE COCACOLA NUNCA LE HA RESPETADO NINGUNA PROMOCIÓN.",2025,Trim. 3,septiembre,5,6939,Lona,10,2,,1,2025,Trim. 3,septiembre,5,10006
Cliente no permitió instalación de stikers,2025,Trim. 3,agosto,30,3712,Lona,10,2,,1,2025,Trim. 3,agosto,30,8330
"CLIENTE NO PERMITIÓ INTALACIÓN DE LONA NUEVA, DICE QUE PRIMERO QUIERE SABER CÓMO VA A RECUPERAR LOS 15 PESOS.",2025,Trim. 3,agosto,29,3222,Lona,10,2,,1,2025,Trim. 3,agosto,29,10181
CLIENTE NO TIENE BANNER,2025,Trim. 3,agosto,25,1144,Lona,10,2,,1,2025,Trim. 3,agosto,25,10032
CLIENTE NO TIENE BANNER,2025,Trim. 3,agosto,26,1564,Lona,10,2,,1,2025,Trim. 3,agosto,26,7747
CLIENTE NO TIENE BANNER,2025,Trim. 3,agosto,28,2569,Lona,10,2,,1,2025,Trim. 3,agosto,28,10436
CLIENTE NO TIENE BANNER.,2025,Trim. 3,agosto,27,2198,Lona,10,2,,1,2025,Trim. 3,agosto,27,10451
CLIENTE NO TIENE ESPACIO,2025,Trim. 3,agosto,28,2774,Lona,10,2,,1,2025,Trim. 3,agosto,28,10117
Cliente no tiene Lona,2025,Trim. 3,agosto,25,880,Lona,8,2,,1,2025,Trim. 3,agosto,25,9084
Cliente no tiene Lona,2025,Trim. 3,agosto,25,946,Lona,8,2,,1,2025,Trim. 3,agosto,25,9080
Cliente no tiene Lona,2025,Trim. 3,agosto,25,957,Lona,8,2,,1,2025,Trim. 3,agosto,25,10590
Cliente no tiene Lona,2025,Trim. 3,agosto,25,978,Lona,8,2,,1,2025,Trim. 3,agosto,25,10120
Cliente no tiene Lona,2025,Trim. 3,agosto,25,995,Lona,8,2,,1,2025,Trim. 3,agosto,25,10204
Cliente no tiene Lona,2025,Trim. 3,agosto,25,998,Lona,8,2,,1,2025,Trim. 3,agosto,25,9939
Cliente no tiene Lona,2025,Trim. 3,agosto,25,1074,Lona,8,2,,1,2025,Trim. 3,agosto,25,8204
Cliente no tiene Lona,2025,Trim. 3,agosto,25,1143,Lona,8,2,,1,2025,Trim. 3,agosto,25,10032
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1310,Lona,8,2,,1,2025,Trim. 3,agosto,26,8576
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1361,Lona,8,2,,1,2025,Trim. 3,agosto,26,10592
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1404,Lona,8,2,,1,2025,Trim. 3,agosto,26,10472
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1479,Lona,8,2,,1,2025,Trim. 3,agosto,26,9852
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1528,Lona,8,2,,1,2025,Trim. 3,agosto,26,10279
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1557,Lona,8,2,,1,2025,Trim. 3,agosto,26,9963
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1563,Lona,8,2,,1,2025,Trim. 3,agosto,26,7747
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1643,Lona,8,2,,1,2025,Trim. 3,agosto,26,9870
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1646,Lona,8,2,,1,2025,Trim. 3,agosto,26,9972
Cliente no tiene Lona,2025,Trim. 3,agosto,26,1657,Lona,8,2,,1,2025,Trim. 3,agosto,26,10261
